#          y                        Ulam                     a_xx                    a_xy
-6.450045368155439274e-01 6.871088942053614756e-01 2.442870451165344548e+03 3.494188354371689798e+01
-6.426570339662267539e-01 6.906312499233419055e-01 2.435214156143571927e+03 3.488706175750239424e+01
-6.403034821841515623e-01 6.941492559281847718e-01 2.427529569159332823e+03 3.483195062840533751e+01
-6.379439036218440551e-01 6.976627767429852689e-01 2.419816659619722486e+03 3.477654856091763236e+01
-6.355783204885561144e-01 7.011716770732776549e-01 2.412075396440173336e+03 3.472085393852067625e+01
-6.332067550500571906e-01 7.046758218124684614e-01 2.404305748037506874e+03 3.466486512333133874e+01
-6.308292296284244705e-01 7.081750760472763639e-01 2.396507682322790060e+03 3.460858045573951358e+01
-6.284457666018326005e-01 7.116693050631611728e-01 2.388681166694174863e+03 3.455199825403862235e+01
-6.260563884043434113e-01 7.151583743497544887e-01 2.380826168029602286e+03 3.449511681404777619e+01
-6.236611175256945305e-01 7.186421496062838088e-01 2.372942652679391358e+03 3.443793440872573797e+01
-6.212599765110875527e-01 7.221204967469961877e-01 2.365030586458731705e+03 3.438044928777642895e+01
-6.188529879609762085e-01 7.255932819065743500e-01 2.357089934640113825e+03 3.432265967724615052e+01
-6.164401745308535352e-01 7.290603714455515805e-01 2.349120661945544725e+03 3.426456377911111417e+01
-6.140215589310383804e-01 7.325216319557231737e-01 2.341122732538793571e+03 3.420615977085702752e+01
-6.115971639264617954e-01 7.359769302655508882e-01 2.333096110017391311e+03 3.414744580504807914e+01
-6.091670123364530953e-01 7.394261334455672907e-01 2.325040757404621672e+03 3.408842000888733992e+01
-6.067311270345244756e-01 7.428691088137714393e-01 2.316956637141342981e+03 3.402908048376669115e+01
-6.042895309481559618e-01 7.463057239410241239e-01 2.308843711077711305e+03 3.396942530480690436e+01
-6.018422470585800266e-01 7.497358466564363333e-01 2.300701940464767176e+03 3.390945252038706315e+01
-5.993892984005644298e-01 7.531593450527531708e-01 2.292531285945965465e+03 3.384916015166379566e+01
-5.969307080621963912e-01 7.565760874917348833e-01 2.284331707548492886e+03 3.378854619207886145e+01
-5.944664991846644320e-01 7.599859426095312287e-01 2.276103164674547315e+03 3.372760860685611561e+01
-5.919966949620408814e-01 7.633887793220526241e-01 2.267845616092432010e+03 3.366634533248620187e+01
-5.895213186410638295e-01 7.667844668303342992e-01 2.259559019927596637e+03 3.360475427620025357e+01
-5.870403935209179691e-01 7.701728746258971192e-01 2.251243333653462741e+03 3.354283331543015123e+01
-5.845539429530152153e-01 7.735538724961035228e-01 2.242898514082205111e+03 3.348058029725743978e+01
-5.820619903407754370e-01 7.769273305295073540e-01 2.234524517355349872e+03 3.341799303784825526e+01
-5.795645591394056328e-01 7.802931191211973649e-01 2.226121298934298466e+03 3.335506932187595197e+01
-5.770616728556794417e-01 7.836511089781398320e-01 2.217688813590629252e+03 3.329180690192882253e+01
-5.745533550477157636e-01 7.870011711245096242e-01 2.209227015396370007e+03 3.322820349790499961e+01
-5.720396293247570485e-01 7.903431769070223822e-01 2.200735857714073063e+03 3.316425679639205271e+01
-5.695205193469471405e-01 7.936769980002535974e-01 2.192215293186783583e+03 3.309996445003216081e+01
-5.669960488251085673e-01 7.970025064119610203e-01 2.183665273727843669e+03 3.303532407687144001e+01
-5.644662415205193851e-01 8.003195744883937479e-01 2.175085750510586877e+03 3.297033325969413653e+01
-5.619311212446893578e-01 8.036280749196010875e-01 2.166476673957894945e+03 3.290498954534020015e+01
-5.593907118591360250e-01 8.069278807447312074e-01 2.157837993731590359e+03 3.283929044400619546e+01
-5.568450372751599931e-01 8.102188653573301202e-01 2.149169658721716587e+03 3.277323342852912447e+01
-5.542941214536200034e-01 8.135009025106270109e-01 2.140471617035641884e+03 3.270681593365242179e+01
-5.517379884047073357e-01 8.167738663228220064e-01 2.131743815987064409e+03 3.264003535527393041e+01
-5.491766621877196553e-01 8.200376312823619562e-01 2.122986202084846354e+03 3.257288904967479226e+01
-5.466101669108348604e-01 8.232920722532151014e-01 2.114198721021711208e+03 3.250537433272927501e+01
-5.440385267308838202e-01 8.265370644801350863e-01 2.105381317662785023e+03 3.243748847909455435e+01
-5.414617658531234445e-01 8.297724835939248589e-01 2.096533936034038106e+03 3.236922872138010376e+01
-5.388799085310084225e-01 8.329982056166900239e-01 2.087656519310493877e+03 3.230059224929548378e+01
-5.362929790659630713e-01 8.362141069670897542e-01 2.078749009804397247e+03 3.223157620877698548e+01
-5.337010018071528528e-01 8.394200644655783750e-01 2.069811348953161087e+03 3.216217770109140872e+01
-5.311040011512548897e-01 8.426159553396472823e-01 2.060843477307201738e+03 3.209239378191662695e+01
-5.285020015422283723e-01 8.458016572290540935e-01 2.051845334517601259e+03 3.202222146039841277e+01
-5.258950274710846307e-01 8.489770481910521305e-01 2.042816859323674180e+03 3.195165769818268586e+01
-5.232831034756563193e-01 8.521420067056098002e-01 2.033757989540329163e+03 3.188069940842209604e+01
-5.206662541403670463e-01 8.552964116806281991e-01 2.024668662045332667e+03 3.180934345475660052e+01
-5.180445040959993364e-01 8.584401424571511674e-01 2.015548812766407764e+03 3.173758665026696235e+01
-5.154178780194629272e-01 8.615730788145710140e-01 2.006398376668194032e+03 3.166542575640026058e+01
-5.127864006335629554e-01 8.646951009758270246e-01 1.997217287739081257e+03 3.159285748186670872e+01
-5.101500967067666981e-01 8.678060896126026380e-01 1.988005478977872372e+03 3.151987848150650251e+01
-5.075089910529707593e-01 8.709059258505135181e-01 1.978762882380353631e+03 3.144648535512637721e+01
-5.048631085312674793e-01 8.739944912742935168e-01 1.969489428925674019e+03 3.137267464630385660e+01
-5.022124740457106773e-01 8.770716679329743082e-01 1.960185048562660995e+03 3.129844284115954878e+01
-4.995571125450818384e-01 8.801373383450604715e-01 1.950849670195935460e+03 3.122378636709467870e+01
-4.968970490226545245e-01 8.831913855037017980e-01 1.941483221671971023e+03 3.114870159149472428e+01
-4.942323085159596729e-01 8.862336928818584925e-01 1.932085629764961141e+03 3.107318482039588403e+01
-4.915629161065498964e-01 8.892641444374639326e-01 1.922656820162624399e+03 3.099723229711503691e+01
-4.888888969197631162e-01 8.922826246185834309e-01 1.913196717451867698e+03 3.092084020084082141e+01
-4.862102761244864180e-01 8.952890183685678904e-01 1.903705245104361666e+03 3.084400464518480334e+01
-4.835270789329186858e-01 8.982832111312062384e-01 1.894182325461970549e+03 3.076672167669128299e+01
-4.808393306003339029e-01 9.012650888558713103e-01 1.884627879722150738e+03 3.068898727330498843e+01
-4.781470564248430088e-01 9.042345380026657331e-01 1.875041827923199435e+03 3.061079734279392994e+01
-4.754502817471557563e-01 9.071914455475618144e-01 1.865424088929460822e+03 3.053214772112717412e+01
-4.727490319503426797e-01 9.101356989875418746e-01 1.855774580416437630e+03 3.045303417080503650e+01
-4.700433324595956197e-01 9.130671863457334725e-01 1.846093218855846771e+03 3.037345237914061968e+01
-4.673332087419883596e-01 9.159857961765459633e-01 1.836379919500628603e+03 3.029339795649068634e+01
-4.646186863062378158e-01 9.188914175707995069e-01 1.826634596369888413e+03 3.021286643443392705e+01
-4.618997907024626759e-01 9.217839401608602934e-01 1.816857162233840654e+03 3.013185326389533714e+01
-4.591765475219440340e-01 9.246632541257682192e-01 1.807047528598689041e+03 3.005035381321398091e+01
-4.564489823968838067e-01 9.275292501963675607e-01 1.797205605691560095e+03 2.996836336615297824e+01
-4.537171210001638144e-01 9.303818196604357604e-01 1.787331302445383244e+03 2.988587711984862949e+01
-4.509809890451037528e-01 9.332208543678133239e-01 1.777424526483856198e+03 2.980289018269751367e+01
-4.482406122852198305e-01 9.360462467355321614e-01 1.767485184106403494e+03 2.971939757217838363e+01
-4.454960165139816297e-01 9.388578897529490375e-01 1.757513180273241460e+03 2.963539421260701090e+01
-4.427472275645699673e-01 9.416556769868763554e-01 1.747508418590496376e+03 2.955087493282132982e+01
-4.399942713096332003e-01 9.444395025867171611e-01 1.737470801295448837e+03 2.946583446379425197e+01
-4.372371736610440873e-01 9.472092612896014785e-01 1.727400229241899751e+03 2.938026743617133718e+01
-4.344759605696556504e-01 9.499648484255273084e-01 1.717296601885706195e+03 2.929416837773097271e+01
-4.317106580250571479e-01 9.527061599225040700e-01 1.707159817270477788e+03 2.920753171076322374e+01
-4.289412920553294928e-01 9.554330923117005936e-01 1.696989772013517722e+03 2.912035174936522708e+01
-4.261678887267995597e-01 9.581455427325976659e-01 1.686786361292003903e+03 2.903262269664940476e+01
-4.233904741437959363e-01 9.608434089381477916e-01 1.676549478829444752e+03 2.894433864186090233e+01
-4.206090744484024535e-01 9.635265892999399506e-01 1.666279016882485621e+03 2.885549355740156585e+01
-4.178237158202122714e-01 9.661949828133711282e-01 1.655974866228038763e+03 2.876608129575559047e+01
-4.150344244760815204e-01 9.688484891028268375e-01 1.645636916150867364e+03 2.867609558631428968e+01
-4.122412266698828320e-01 9.714870084268694139e-01 1.635265054431601811e+03 2.858553003209492616e+01
-4.094441486922575368e-01 9.741104416834365232e-01 1.624859167335277789e+03 2.849437810635002322e+01
-4.066432168703688621e-01 9.767186904150506610e-01 1.614419139600411881e+03 2.840263314906218994e+01
-4.038384575676540189e-01 9.793116568140376454e-01 1.603944854428762255e+03 2.831028836332087906e+01
-4.010298971835755122e-01 9.818892437277613183e-01 1.593436193475716891e+03 2.821733681157487439e+01
-3.982175621533734500e-01 9.844513546638675727e-01 1.582893036841471258e+03 2.812377141175657158e+01
-3.954014789478161873e-01 9.869978937955465881e-01 1.572315263063049542e+03 2.802958493327228240e+01
-3.925816740729514143e-01 9.895287659668077218e-01 1.561702749107219006e+03 2.793476999285316964e+01
-3.897581740698563557e-01 9.920438766977749401e-01 1.551055370364424334e+03 2.783931905026076592e+01
-3.869310055143885263e-01 9.945431321899941279e-01 1.540373000643807018e+03 2.774322440384146304e+01
-3.841001950169349310e-01 9.970264393317689322e-01 1.529655512169433223e+03 2.764647818592300865e+01
-3.812657692221623762e-01 9.994937057035091499e-01 1.518902775577820876e+03 2.754907235804702026e+01
-3.784277548087655596e-01 1.001944839583105429e+00 1.508114659916870551e+03 2.745099870602953729e+01
-3.755861784892171595e-01 1.004379749951325840e+00 1.497291032646392523e+03 2.735224883484349334e+01
-3.727410670095157030e-01 1.006798346497242092e+00 1.486431759640260452e+03 2.725281416331403506e+01
-3.698924471489339894e-01 1.009200539623677395e+00 1.475536705190425437e+03 2.715268591861978109e+01
-3.670403457197670694e-01 1.011586240452685193e+00 1.464605732012912995e+03 2.705185513059052127e+01
-3.641847895670797808e-01 1.013955360831059860e+00 1.453638701255970091e+03 2.695031262579315623e+01
-3.613258055684542835e-01 1.016307813335878496e+00 1.442635472510542741e+03 2.684804902139578431e+01
-3.584634206337364848e-01 1.018643511280077352e+00 1.431595903823293838e+03 2.674505471880076968e+01
-3.555976617047837962e-01 1.020962368718066005e+00 1.420519851712378340e+03 2.664131989703567882e+01
-3.527285557552106710e-01 1.023264300451377506e+00 1.409407171186149526e+03 2.653683450589152670e+01
-3.498561297901348066e-01 1.025549222034364494e+00 1.398257715765130115e+03 2.643158825879680762e+01
-3.469804108459235703e-01 1.027817049779934155e+00 1.387071337507441285e+03 2.632557062541513915e+01
-3.441014259899387584e-01 1.030067700765332050e+00 1.375847887037990404e+03 2.621877082395349490e+01
-3.412192023202822444e-01 1.032301092837973888e+00 1.364587213581771721e+03 2.611117781316817243e+01
-3.383337669655410718e-01 1.034517144621329043e+00 1.353289165001532410e+03 2.600278028405359265e+01
-3.354451470845315475e-01 1.036715775520858918e+00 1.341953587840242790e+03 2.589356665119970557e+01
-3.325533698660441129e-01 1.038896905730011699e+00 1.330580327368694043e+03 2.578352504380164945e+01
-3.296584625285874370e-01 1.041060456236281961e+00 1.319169227638702978e+03 2.567264329630573982e+01
-3.267604523201317335e-01 1.043206348827327545e+00 1.307720131542315357e+03 2.556090893867347447e+01
-3.238593665178528536e-01 1.045334506097161054e+00 1.296232880877527350e+03 2.544830918624582594e+01
-3.209552324278751589e-01 1.047444851452410619e+00 1.284707316421088080e+03 2.533483092918805468e+01
-3.180480773850148379e-01 1.049537309118654838e+00 1.273143278008859852e+03 2.522046072149416673e+01
-3.151379287525223338e-01 1.051611804146839191e+00 1.261540604624468187e+03 2.510518476952986333e+01
-3.122248139218248841e-01 1.053668262419776624e+00 1.249899134496819215e+03 2.498898892009058414e+01
-3.093087603122686158e-01 1.055706610658736055e+00 1.238218705207266112e+03 2.487185864795056034e+01
-3.063897953708608624e-01 1.057726776430125026e+00 1.226499153807171751e+03 2.475377904287719844e+01
-3.034679465720111491e-01 1.059728688152270060e+00 1.214740316946749317e+03 2.463473479608365579e+01
-3.005432414172733990e-01 1.061712275102302705e+00 1.202942031016076044e+03 2.451471018609108654e+01
-2.976157074350861409e-01 1.063677467423154166e+00 1.191104132299295088e+03 2.439368906396995129e+01
-2.946853721805142712e-01 1.065624196130664725e+00 1.179226457143078733e+03 2.427165483792853706e+01
-2.917522632349891509e-01 1.067552393120818177e+00 1.167308842140536171e+03 2.414859045721443565e+01
-2.888164082060493687e-01 1.069461991177099502e+00 1.155351124331843721e+03 2.402447839529346041e+01
-2.858778347270805043e-01 1.071352923977993532e+00 1.143353141422966246e+03 2.389930063226710644e+01
-2.829365704570552253e-01 1.073225126104621063e+00 1.131314732024009572e+03 2.377303863648913307e+01
-2.799926430802731625e-01 1.075078533048530849e+00 1.119235735908808920e+03 2.364567334533750653e+01
-2.770460803060998956e-01 1.076913081219643908e+00 1.107115994297550515e+03 2.351718514509708768e+01
-2.740969098687062733e-01 1.078728707954371036e+00 1.094955350164374067e+03 2.338755384990458452e+01
-2.711451595268079551e-01 1.080525351523902167e+00 1.082753648572055226e+03 2.325675867970488042e+01
-2.681908570634030653e-01 1.082302951142682046e+00 1.070510737036062437e+03 2.312477823716438508e+01
-2.652340302855117349e-01 1.084061446977084175e+00 1.058226465920526152e+03 2.299159048348467138e+01
-2.622747070239135336e-01 1.085800780154287493e+00 1.045900688868820680e+03 2.285717271305465559e+01
-2.593129151328861237e-01 1.087520892771374870e+00 1.033533263271761825e+03 2.272150152687715163e+01
-2.563486824899428029e-01 1.089221727904657211e+00 1.021124050776685863e+03 2.258455280470133175e+01
-2.533820369955701590e-01 1.090903229619241355e+00 1.008672917840949481e+03 2.244630167578781510e+01
-2.504130065729651688e-01 1.092565342978853993e+00 9.961797363337557272e+02 2.230672248822936865e+01
-2.474416191677732968e-01 1.094208014055934486e+00 9.836443841905712588e+02 2.216578877674525927e+01
-2.444679027478240396e-01 1.095831189942010342e+00 9.710667461247700203e+02 2.202347322886161862e+01
-2.414918853028692469e-01 1.097434818758375341e+00 9.584467144016260818e+02 2.187974764938601879e+01
-2.385135948443183329e-01 1.099018849667082298e+00 9.457841896802326573e+02 2.173458292307713435e+01
-2.355330594049753756e-01 1.100583232882270446e+00 9.330790819294870744e+02 2.158794897540625612e+01
-2.325503070387751059e-01 1.102127919681845425e+00 9.203313114248577449e+02 2.143981473129907300e+01
-2.295653658205187853e-01 1.103652862419531422e+00 9.075408098333195994e+02 2.129014807174106494e+01
-2.265782638456099729e-01 1.105158014537317657e+00 8.947075213945681753e+02 2.113891578812129524e+01
-2.235890292297899595e-01 1.106643330578317430e+00 8.818314042074299550e+02 2.098608353418320860e+01
-2.205976901088734232e-01 1.108108766200070372e+00 8.689124316312800147e+02 2.083161577544191800e+01
-2.176042746384835302e-01 1.109554278188301657e+00 8.559505938132506344e+02 2.067547573592020171e+01
-2.146088109937867028e-01 1.110979824471178379e+00 8.429458993531413853e+02 2.051762534204605615e+01
-2.116113273692274976e-01 1.112385364134074184e+00 8.298983771191225287e+02 2.035802516354574365e+01
-2.086118519782633740e-01 1.113770857434889461e+00 8.168080782287113379e+02 2.019663435115751327e+01
-2.056104130530991281e-01 1.115136265819942185e+00 8.036750782109553484e+02 2.003341057098060674e+01
-2.026070388444209946e-01 1.116481551940474271e+00 7.904994793674802622e+02 1.986830993526474387e+01
-1.996017576211308597e-01 1.117806679669797409e+00 7.772814133518583048e+02 1.970128692943508852e+01
-1.965945976700801401e-01 1.119111614121127918e+00 7.640210439888730889e+02 1.953229433513730484e+01
-1.935855872958035517e-01 1.120396321666136785e+00 7.507185703575185016e+02 1.936128314907768200e+01
-1.905747548202527675e-01 1.121660769954263337e+00 7.373742301641484573e+02 1.918820249742206130e+01
-1.875621285825295192e-01 1.122904927932836028e+00 7.239883034350668822e+02 1.901299954550921711e+01
-1.845477369386195887e-01 1.124128765868040336e+00 7.105611165610064290e+02 1.883561940262393009e+01
-1.815316082611249104e-01 1.125332255366790601e+00 6.970930467295431754e+02 1.865600502156803842e+01
-1.785137709389974514e-01 1.126515369399546440e+00 6.835845267854357417e+02 1.847409709275984468e+01
-1.754942533772714253e-01 1.127678082324135911e+00 6.700360505633410639e+02 1.828983393258863899e+01
-1.724730839967958396e-01 1.128820369910636723e+00 6.564481787423054584e+02 1.810315136574715567e+01
-1.694502912339679312e-01 1.129942209367373662e+00 6.428215452769815101e+02 1.791398260126682729e+01
-1.664259035404640485e-01 1.131043579368095520e+00 6.291568644667070203e+02 1.772225810198444762e+01
-1.633999493829731975e-01 1.132124460080395467e+00 6.154549387305080472e+02 1.752790544717919730e+01
-1.603724572429281459e-01 1.133184833195435726e+00 6.017166671638199205e+02 1.733084918813587549e+01
-1.573434556162381925e-01 1.134224681959051129e+00 5.879430549613510948e+02 1.713101069641471597e+01
-1.543129730130200494e-01 1.135243991204299530e+00 5.741352238001621799e+02 1.692830800464361829e+01
-1.512810379573301667e-01 1.136242747385527885e+00 5.602944232877870263e+02 1.672265563969711621e+01
-1.482476789868959477e-01 1.137220938614029064e+00 5.464220435922013621e+02 1.651396444819052789e+01
-1.452129246528474082e-01 1.138178554695362221e+00 5.325196293837980193e+02 1.630214141430196406e+01
-1.421768035194479474e-01 1.139115587168408661e+00 5.185888952343448182e+02 1.608708947004312151e+01
-1.391393441638261175e-01 1.140032029346230269e+00 5.046317426343596253e+02 1.586870729823888126e+01
-1.361005751757061732e-01 1.140927876358801552e+00 4.906502788085104498e+02 1.564688912864966497e+01
-1.330605251571390646e-01 1.141803125197675239e+00 4.766468375287248023e+02 1.542152452789160577e+01
-1.300192227222333186e-01 1.142657774762630973e+00 4.626240021467211250e+02 1.519249818408284547e+01
-1.269766964968858103e-01 1.143491825910360360e+00 4.485846310917312394e+02 1.495968968748569417e+01
-1.239329751185120898e-01 1.144305281505202387e+00 4.345318861053568753e+02 1.472297330883537114e+01
-1.208880872357770420e-01 1.145098146471954514e+00 4.204692635136356103e+02 1.448221777756492656e+01
-1.178420615083248801e-01 1.145870427850734341e+00 4.064006288664342605e+02 1.423728606277253661e+01
-1.147949266065100282e-01 1.146622134853851893e+00 3.923302553058717308e+02 1.398803516055546226e+01
-1.117467112111265592e-01 1.147353278924603481e+00 3.782628660580917312e+02 1.373431589228404093e+01
-1.086974440131386332e-01 1.148063873797856571e+00 3.642036814756052649e+02 1.347597271954060361e+01
-1.056471537134104910e-01 1.148753935562229822e+00 3.501584710893543502e+02 1.321284358284306037e+01
-1.025958690224362257e-01 1.149423482723588519e+00 3.361336111589582742e+02 1.294475977295366320e+01
-9.954361866006922188e-02 1.150072536269501011e+00 3.221361482339120812e+02 1.267154584559264130e+01
-9.649043135525248172e-02 1.150701119734161448e+00 3.081738692545126241e+02 1.239301959278916776e+01
-9.343633584574773110e-02 1.151309259263163964e+00 2.942553787245911394e+02 1.210899208696972451e+01
-9.038136087786496908e-02 1.151896983677330732e+00 2.803901834728298468e+02 1.181926781727256426e+01
-8.732553520619201759e-02 1.152464324534595352e+00 2.665887854777541861e+02 1.152364494154852714e+01
-8.426888759332396006e-02 1.153011316188696345e+00 2.528627831533395351e+02 1.122191568212262602e+01
-8.121144680959235806e-02 1.153537995843132657e+00 2.392249813646284053e+02 1.091386689868966720e+01
-7.815324163279413483e-02 1.154044403598495583e+00 2.256895102495125514e+02 1.059928087771790395e+01
-7.509430084792123594e-02 1.154530582490876922e+00 2.122719526436756041e+02 1.027793638440313195e+01
-7.203465324688929083e-02 1.154996578518566297e+00 1.989894795160359706e+02 9.949610030449333564e+00
-6.897432762826671837e-02 1.155442440653725589e+00 1.858609922928772562e+02 9.614078018532961067e+00
-6.591335279700372141e-02 1.155868220835078342e+00 1.729072702469435399e+02 9.271118331866535556e+00
-6.285175756416139237e-02 1.156273973936987165e+00 1.601511202169923820e+02 8.920513444219238863e+00
-5.978957074663981963e-02 1.156659757709522562e+00 1.476175247670566080e+02 8.562053631199020742e+00
-5.672682116690763721e-02 1.157025632683345684e+00 1.353337834605452201e+02 8.195540966298228369e+00
-5.366353765273046417e-02 1.157371662032423920e+00 1.233296401913313503e+02 7.820794083446119593e+00
-5.059974903689923309e-02 1.157697911386854406e+00 1.116373874837543667e+02 7.437653779376735663e+00
-4.753548415695929563e-02 1.158004448587437674e+00 1.002919363854157240e+02 7.045989511254473037e+00
-4.447077185493863993e-02 1.158291343373260007e+00 8.933083812825189796e+01 6.645706814487526870e+00
-4.140564097707666313e-02 1.158558666993499964e+00 7.879424130389827496e+01 6.236755619065826650e+00
-3.834012037355261082e-02 1.158806491735206556e+00 6.872476617464532467e+01 5.819139376860011481e+00
-3.527423889821390546e-02 1.159034890360027603e+00 5.916727633372875772e+01 5.392924824885318102e+00
-3.220802540830447480e-02 1.159243935445066764e+00 5.016852778239839949e+01 4.958252100407878338e+00
-2.914150876419363545e-02 1.159433698626390896e+00 4.177667725884352024e+01 4.515344796294276541e+00
-2.607471782910386615e-02 1.159604249748318106e+00 3.404063602878339623e+01 4.064519407555065023e+00
-2.300768146883935827e-02 1.159755655927547258e+00 2.700926293606692852e+01 3.606193487326135205e+00
-1.994042855151434424e-02 1.159887980548299335e+00 2.073040164444278943e+01 3.140891724052478295e+00
-1.687298794728164797e-02 1.160001282212515417e+00 1.524978149893844126e+01 2.669249098429980371e+00
-1.380538852806034722e-02 1.160095613677198489e+00 1.060981837844897413e+01 2.192010307736825148e+00
-1.073765916726443503e-02 1.160171020818212995e+00 6.848369505555467640e+00 1.710024781334393396e+00
-7.669828739531037165e-03 1.160227541665240780e+00 3.997511811820336991e+00 1.224236866750122887e+00
-4.601926120448518454e-03 1.160265205554934509e+00 2.082424031215166949e+00 7.356711327812111012e-01
-1.533980186284700231e-03 1.160284032447722158e+00 1.120455258580532298e+00 2.454131807590353986e-01
1.533980186284811253e-03 1.160284032447722158e+00 1.120455258580549618e+00 -2.454131807590531622e-01
4.601926120448629476e-03 1.160265205554934509e+00 2.082424031215219351e+00 -7.356711327812288648e-01
7.669828739531148187e-03 1.160227541665240780e+00 3.997511811820424033e+00 -1.224236866750140651e+00
1.073765916726454606e-02 1.160171020818212995e+00 6.848369505555576886e+00 -1.710024781334409383e+00
1.380538852806045824e-02 1.160095613677198489e+00 1.060981837844913045e+01 -2.192010307736842911e+00
1.687298794728175899e-02 1.160001282212515417e+00 1.524978149893861179e+01 -2.669249098429996359e+00
1.994042855151456628e-02 1.159887980548299335e+00 2.073040164444323352e+01 -3.140891724052513823e+00
2.300768146883935827e-02 1.159755655927547258e+00 2.700926293606692852e+01 -3.606193487326135205e+00
2.607471782910386615e-02 1.159604249748318106e+00 3.404063602878339623e+01 -4.064519407555065023e+00
2.914150876419374647e-02 1.159433698626390896e+00 4.177667725884378314e+01 -4.515344796294290752e+00
3.220802540830458582e-02 1.159243935445066764e+00 5.016852778239874766e+01 -4.958252100407896101e+00
3.527423889821390546e-02 1.159034890360027603e+00 5.916727633372875772e+01 -5.392924824885318102e+00
3.834012037355272184e-02 1.158806491735206556e+00 6.872476617464573678e+01 -5.819139376860029245e+00
4.140564097707688518e-02 1.158558666993499964e+00 7.879424130389898551e+01 -6.236755619065855072e+00
4.447077185493863993e-02 1.158291343373260007e+00 8.933083812825189796e+01 -6.645706814487526870e+00
4.753548415695929563e-02 1.158004448587437674e+00 1.002919363854157240e+02 -7.045989511254473037e+00
5.059974903689923309e-02 1.157697911386854406e+00 1.116373874837543667e+02 -7.437653779376735663e+00
5.366353765273057519e-02 1.157371662032423920e+00 1.233296401913317482e+02 -7.820794083446132028e+00
5.672682116690785925e-02 1.157025632683345684e+00 1.353337834605459875e+02 -8.195540966298253238e+00
5.978957074664004168e-02 1.156659757709522562e+00 1.476175247670575743e+02 -8.562053631199049164e+00
6.285175756416139237e-02 1.156273973936987165e+00 1.601511202169923820e+02 -8.920513444219238863e+00
6.591335279700394345e-02 1.155868220835078342e+00 1.729072702469445062e+02 -9.271118331866563977e+00
6.897432762826682939e-02 1.155442440653725589e+00 1.858609922928778815e+02 -9.614078018532975278e+00
7.203465324688940186e-02 1.154996578518566297e+00 1.989894795160363401e+02 -9.949610030449344222e+00
7.509430084792145799e-02 1.154530582490876922e+00 2.122719526436765420e+02 -1.027793638440315682e+01
7.815324163279435687e-02 1.154044403598495583e+00 2.256895102495136030e+02 -1.059928087771792882e+01
8.121144680959258011e-02 1.153537995843132657e+00 2.392249813646292580e+02 -1.091386689868968496e+01
8.426888759332418211e-02 1.153011316188696345e+00 2.528627831533403310e+02 -1.122191568212264379e+01
8.732553520619212861e-02 1.152464324534595352e+00 2.665887854777546409e+02 -1.152364494154853780e+01
9.038136087786496908e-02 1.151896983677330732e+00 2.803901834728298468e+02 -1.181926781727256426e+01
9.343633584574773110e-02 1.151309259263163964e+00 2.942553787245911394e+02 -1.210899208696972451e+01
9.649043135525259274e-02 1.150701119734161448e+00 3.081738692545130789e+02 -1.239301959278917842e+01
9.954361866006933290e-02 1.150072536269501011e+00 3.221361482339125928e+02 -1.267154584559265196e+01
1.025958690224364478e-01 1.149423482723588519e+00 3.361336111589594111e+02 -1.294475977295368452e+01
1.056471537134107130e-01 1.148753935562229822e+00 3.501584710893554870e+02 -1.321284358284308169e+01
1.086974440131387443e-01 1.148063873797856571e+00 3.642036814756058334e+02 -1.347597271954061426e+01
1.117467112111265592e-01 1.147353278924603481e+00 3.782628660580917312e+02 -1.373431589228403737e+01
1.147949266065100282e-01 1.146622134853851893e+00 3.923302553058717308e+02 -1.398803516055546226e+01
1.178420615083251022e-01 1.145870427850734341e+00 4.064006288664354543e+02 -1.423728606277255793e+01
1.208880872357771530e-01 1.145098146471954514e+00 4.204692635136360082e+02 -1.448221777756493367e+01
1.239329751185123119e-01 1.144305281505202387e+00 4.345318861053579553e+02 -1.472297330883539246e+01
1.269766964968859213e-01 1.143491825910360360e+00 4.485846310917316373e+02 -1.495968968748570127e+01
1.300192227222334296e-01 1.142657774762630973e+00 4.626240021467215229e+02 -1.519249818408285257e+01
1.330605251571390646e-01 1.141803125197675239e+00 4.766468375287248023e+02 -1.542152452789160577e+01
1.361005751757062843e-01 1.140927876358801552e+00 4.906502788085106772e+02 -1.564688912864967207e+01
1.391393441638262285e-01 1.140032029346230269e+00 5.046317426343600800e+02 -1.586870729823888837e+01
1.421768035194481694e-01 1.139115587168408661e+00 5.185888952343457277e+02 -1.608708947004313572e+01
1.452129246528475193e-01 1.138178554695362221e+00 5.325196293837987014e+02 -1.630214141430197117e+01
1.482476789868960587e-01 1.137220938614029064e+00 5.464220435922015895e+02 -1.651396444819053499e+01
1.512810379573301667e-01 1.136242747385527885e+00 5.602944232877870263e+02 -1.672265563969711621e+01
1.543129730130201605e-01 1.135243991204299530e+00 5.741352238001626347e+02 -1.692830800464361829e+01
1.573434556162383036e-01 1.134224681959051129e+00 5.879430549613515495e+02 -1.713101069641472307e+01
1.603724572429283679e-01 1.133184833195435726e+00 6.017166671638210573e+02 -1.733084918813589681e+01
1.633999493829731975e-01 1.132124460080395467e+00 6.154549387305080472e+02 -1.752790544717919730e+01
1.664259035404640485e-01 1.131043579368095520e+00 6.291568644667070203e+02 -1.772225810198444762e+01
1.694502912339679312e-01 1.129942209367373662e+00 6.428215452769815101e+02 -1.791398260126682729e+01
